payment_id,order_id,payment_type,payment_value
PAY07543,ORD07543,Wallet,5662
PAY07544,ORD07544,Card,8608
PAY07545,ORD07545,COD,11354
PAY07546,ORD07546,Card,724
PAY07547,ORD07547,COD,6585
PAY07548,ORD07548,UPI,1077
PAY07549,ORD07549,Wallet,1074
PAY07550,ORD07550,UPI,1895
PAY07551,ORD07551,COD,5356
PAY07552,ORD07552,Wallet,9090
PAY07553,ORD07553,UPI,7863
PAY07554,ORD07554,COD,9012
PAY07555,ORD07555,Card,2596
PAY07556,ORD07556,Wallet,2503
PAY07557,ORD07557,Wallet,818
PAY07558,ORD07558,COD,1902
PAY07559,ORD07559,Card,11746
PAY07560,ORD07560,Card,10828
PAY07561,ORD07561,UPI,4939
PAY07562,ORD07562,Card,4735
PAY07563,ORD07563,UPI,4362
PAY07564,ORD07564,UPI,4413
PAY07565,ORD07565,COD,7778
PAY07566,ORD07566,Card,2264
PAY07567,ORD07567,Card,6816
PAY07568,ORD07568,Wallet,898
PAY07569,ORD07569,UPI,7911
PAY07570,ORD07570,Wallet,5320
PAY07571,ORD07571,UPI,7343
PAY07572,ORD07572,Card,2273
PAY07573,ORD07573,Card,3002
PAY07574,ORD07574,Wallet,6151
PAY07575,ORD07575,Wallet,2082
PAY07576,ORD07576,UPI,9913
PAY07577,ORD07577,COD,3297
PAY07578,ORD07578,COD,4015
PAY07579,ORD07579,UPI,7708
PAY07580,ORD07580,Card,11898
PAY07581,ORD07581,COD,2768
PAY07582,ORD07582,UPI,6859
PAY07583,ORD07583,Wallet,11000
PAY07584,ORD07584,Wallet,2471
PAY07585,ORD07585,Wallet,10010
PAY07586,ORD07586,COD,3939
PAY07587,ORD07587,COD,3695
PAY07588,ORD07588,COD,2851
PAY07589,ORD07589,UPI,3106
PAY07590,ORD07590,COD,2043
PAY07591,ORD07591,Card,9624
PAY07592,ORD07592,COD,8306
PAY07593,ORD07593,Card,5807
PAY07594,ORD07594,Card,11308
PAY07595,ORD07595,Card,2326
PAY07596,ORD07596,COD,11875
PAY07597,ORD07597,UPI,5188
PAY07598,ORD07598,Wallet,1432
PAY07599,ORD07599,Card,8651
PAY07600,ORD07600,Wallet,1388
PAY07601,ORD07601,Card,4653
PAY07602,ORD07602,COD,6696
PAY07603,ORD07603,Card,3676
PAY07604,ORD07604,Wallet,7955
PAY07605,ORD07605,Wallet,10278
PAY07606,ORD07606,Wallet,10277
PAY07607,ORD07607,Card,3892
PAY07608,ORD07608,Card,1598
PAY07609,ORD07609,COD,10377
PAY07610,ORD07610,COD,6502
PAY07611,ORD07611,UPI,4256
PAY07612,ORD07612,Card,11319
PAY07613,ORD07613,UPI,5693
PAY07614,ORD07614,Card,8639
PAY07615,ORD07615,UPI,644
PAY07616,ORD07616,UPI,9375
PAY07617,ORD07617,COD,8095
PAY07618,ORD07618,COD,11902
PAY07619,ORD07619,Wallet,4375
PAY07620,ORD07620,COD,10689
PAY07621,ORD07621,Wallet,11485
PAY07622,ORD07622,Card,5635
PAY07623,ORD07623,Wallet,2473
PAY07624,ORD07624,UPI,11724
PAY07625,ORD07625,UPI,749
PAY07626,ORD07626,COD,9290
PAY07627,ORD07627,UPI,2359
PAY07628,ORD07628,UPI,11626
PAY07629,ORD07629,Wallet,9885
PAY07630,ORD07630,Card,1270
PAY07631,ORD07631,COD,8847
PAY07632,ORD07632,Card,11915
PAY07633,ORD07633,UPI,2278
PAY07634,ORD07634,COD,3364
PAY07635,ORD07635,Wallet,7971
PAY07636,ORD07636,COD,5010
PAY07637,ORD07637,Wallet,9286
PAY07638,ORD07638,Card,806
PAY07639,ORD07639,COD,6279
PAY07640,ORD07640,Wallet,9201
PAY07641,ORD07641,Wallet,11328
PAY07642,ORD07642,Wallet,9717
PAY07643,ORD07643,Card,4070
PAY07644,ORD07644,UPI,4419
PAY07645,ORD07645,COD,795
PAY07646,ORD07646,Wallet,10914
PAY07647,ORD07647,Card,6600
PAY07648,ORD07648,UPI,5846
PAY07649,ORD07649,COD,1091
PAY07650,ORD07650,COD,9034
PAY07651,ORD07651,COD,2646
PAY07652,ORD07652,Card,4011
PAY07653,ORD07653,Wallet,8797
PAY07654,ORD07654,UPI,5237
PAY07655,ORD07655,UPI,10644
PAY07656,ORD07656,Card,10793
PAY07657,ORD07657,COD,6163
PAY07658,ORD07658,UPI,1728
PAY07659,ORD07659,Card,909
PAY07660,ORD07660,Wallet,6405
PAY07661,ORD07661,Card,2005
PAY07662,ORD07662,Wallet,8102
PAY07663,ORD07663,UPI,3616
PAY07664,ORD07664,Card,10011
PAY07665,ORD07665,UPI,1367
PAY07666,ORD07666,Wallet,7085
PAY07667,ORD07667,Wallet,6008
PAY07668,ORD07668,COD,8308
PAY07669,ORD07669,COD,6291
PAY07670,ORD07670,Wallet,6980
PAY07671,ORD07671,Wallet,687
PAY07672,ORD07672,Card,11274
PAY07673,ORD07673,UPI,4504
PAY07674,ORD07674,COD,3372
PAY07675,ORD07675,COD,7265
PAY07676,ORD07676,COD,4059
PAY07677,ORD07677,COD,6123
PAY07678,ORD07678,Wallet,4501
PAY07679,ORD07679,Card,11740
PAY07680,ORD07680,UPI,7313
PAY07681,ORD07681,Wallet,7869
PAY07682,ORD07682,UPI,9192
PAY07683,ORD07683,Wallet,683
PAY07684,ORD07684,Wallet,9275
PAY07685,ORD07685,COD,8078
PAY07686,ORD07686,Card,7973
PAY07687,ORD07687,Wallet,11435
PAY07688,ORD07688,Wallet,10707
PAY07689,ORD07689,UPI,3367
PAY07690,ORD07690,UPI,11287
PAY07691,ORD07691,Card,1959
PAY07692,ORD07692,UPI,10055
PAY07693,ORD07693,UPI,5054
PAY07694,ORD07694,UPI,7141
PAY07695,ORD07695,COD,5772
PAY07696,ORD07696,COD,4823
PAY07697,ORD07697,Card,2943
PAY07698,ORD07698,Card,1184
PAY07699,ORD07699,UPI,11007
PAY07700,ORD07700,Wallet,4729
PAY07701,ORD07701,UPI,6756
PAY07702,ORD07702,COD,4925
PAY07703,ORD07703,Wallet,8085
PAY07704,ORD07704,Wallet,11236
PAY07705,ORD07705,COD,7406
PAY07706,ORD07706,COD,3146
PAY07707,ORD07707,UPI,5768
PAY07708,ORD07708,Wallet,5088
PAY07709,ORD07709,COD,2699
PAY07710,ORD07710,Card,5308
PAY07711,ORD07711,COD,8407
PAY07712,ORD07712,Card,7889
PAY07713,ORD07713,Wallet,7175
PAY07714,ORD07714,COD,10284
PAY07715,ORD07715,Wallet,8625
PAY07716,ORD07716,Wallet,888
PAY07717,ORD07717,Card,4879
PAY07718,ORD07718,COD,3565
PAY07719,ORD07719,UPI,7612
PAY07720,ORD07720,Wallet,10806
PAY07721,ORD07721,COD,1034
PAY07722,ORD07722,UPI,10853
PAY07723,ORD07723,Card,2088
PAY07724,ORD07724,UPI,9483
PAY07725,ORD07725,Card,3479
PAY07726,ORD07726,COD,3304
PAY07727,ORD07727,Card,4464
PAY07728,ORD07728,UPI,8228
PAY07729,ORD07729,Wallet,6128
PAY07730,ORD07730,UPI,4206
PAY07731,ORD07731,Wallet,9586
PAY07732,ORD07732,Card,8620
PAY07733,ORD07733,COD,7752
PAY07734,ORD07734,COD,9937
PAY07735,ORD07735,Wallet,2002
PAY07736,ORD07736,COD,631
PAY07737,ORD07737,COD,1332
PAY07738,ORD07738,COD,4036
PAY07739,ORD07739,COD,7290
PAY07740,ORD07740,Wallet,643
PAY07741,ORD07741,COD,8702
PAY07742,ORD07742,Card,11546
PAY07743,ORD07743,Card,6921
PAY07744,ORD07744,COD,8086
PAY07745,ORD07745,UPI,4381
PAY07746,ORD07746,Wallet,1174
PAY07747,ORD07747,Wallet,1220
PAY07748,ORD07748,Card,7314
PAY07749,ORD07749,Wallet,11701
PAY07750,ORD07750,UPI,9363
PAY07751,ORD07751,COD,3568
PAY07752,ORD07752,Card,9242
PAY07753,ORD07753,COD,11926
PAY07754,ORD07754,COD,11474
PAY07755,ORD07755,COD,1671
PAY07756,ORD07756,Wallet,10327
PAY07757,ORD07757,Card,974
PAY07758,ORD07758,COD,5561
PAY07759,ORD07759,Card,3694
PAY07760,ORD07760,Card,2430
PAY07761,ORD07761,UPI,9524
PAY07762,ORD07762,UPI,11104
PAY07763,ORD07763,UPI,7086
PAY07764,ORD07764,COD,9312
PAY07765,ORD07765,UPI,10551
PAY07766,ORD07766,COD,11098
PAY07767,ORD07767,Wallet,11600
PAY07768,ORD07768,COD,674
PAY07769,ORD07769,Card,10609
PAY07770,ORD07770,Card,2979
PAY07771,ORD07771,Card,3678
PAY07772,ORD07772,Wallet,9868
PAY07773,ORD07773,COD,3249
PAY07774,ORD07774,COD,9858
PAY07775,ORD07775,UPI,8865
PAY07776,ORD07776,Card,4636
PAY07777,ORD07777,COD,1175
PAY07778,ORD07778,UPI,5116
PAY07779,ORD07779,Card,10512
PAY07780,ORD07780,COD,1252
PAY07781,ORD07781,Card,1063
PAY07782,ORD07782,Card,4752
PAY07783,ORD07783,Card,5257
PAY07784,ORD07784,Card,4535
PAY07785,ORD07785,Card,1216
PAY07786,ORD07786,Wallet,6789
PAY07787,ORD07787,Card,2521
PAY07788,ORD07788,UPI,1459
PAY07789,ORD07789,Card,3878
PAY07790,ORD07790,UPI,1116
PAY07791,ORD07791,Card,11659
PAY07792,ORD07792,UPI,8706
PAY07793,ORD07793,COD,10387
PAY07794,ORD07794,UPI,10468
PAY07795,ORD07795,Card,7415
PAY07796,ORD07796,Wallet,10082
PAY07797,ORD07797,UPI,4237
PAY07798,ORD07798,Card,6737
PAY07799,ORD07799,Wallet,1270
PAY07800,ORD07800,Card,3154
PAY07801,ORD07801,UPI,8797
PAY07802,ORD07802,Card,6078
PAY07803,ORD07803,COD,10542
PAY07804,ORD07804,UPI,1227
PAY07805,ORD07805,UPI,11059
PAY07806,ORD07806,Card,7375
PAY07807,ORD07807,Card,4348
PAY07808,ORD07808,UPI,2576
PAY07809,ORD07809,COD,8583
PAY07810,ORD07810,Wallet,10966
PAY07811,ORD07811,Card,7120
PAY07812,ORD07812,Card,5548
PAY07813,ORD07813,COD,8715
PAY07814,ORD07814,Wallet,8823
PAY07815,ORD07815,Wallet,6990
PAY07816,ORD07816,UPI,3107
PAY07817,ORD07817,COD,5336
PAY07818,ORD07818,UPI,8214
PAY07819,ORD07819,COD,1210
PAY07820,ORD07820,COD,7570
PAY07821,ORD07821,Card,5694
PAY07822,ORD07822,Wallet,4739
PAY07823,ORD07823,Card,913
PAY07824,ORD07824,UPI,2358
PAY07825,ORD07825,COD,11393
PAY07826,ORD07826,Card,9438
PAY07827,ORD07827,Card,1989
PAY07828,ORD07828,Wallet,7291
PAY07829,ORD07829,UPI,1922
PAY07830,ORD07830,UPI,9930
PAY07831,ORD07831,Card,9872
PAY07832,ORD07832,UPI,4055
PAY07833,ORD07833,Wallet,3248
PAY07834,ORD07834,Card,2430
PAY07835,ORD07835,Wallet,3985
PAY07836,ORD07836,UPI,7538
PAY07837,ORD07837,UPI,537
PAY07838,ORD07838,Wallet,10785
PAY07839,ORD07839,Card,3101
PAY07840,ORD07840,Card,11322
PAY07841,ORD07841,UPI,11448
PAY07842,ORD07842,Card,1341
PAY07843,ORD07843,UPI,5441
PAY07844,ORD07844,COD,4232
PAY07845,ORD07845,Wallet,5258
PAY07846,ORD07846,Wallet,6782
PAY07847,ORD07847,Card,6641
PAY07848,ORD07848,COD,11395
PAY07849,ORD07849,Wallet,773
PAY07850,ORD07850,UPI,11836
PAY07851,ORD07851,Wallet,2184
PAY07852,ORD07852,COD,10894
PAY07853,ORD07853,UPI,5352
PAY07854,ORD07854,Card,6380
PAY07855,ORD07855,COD,2949
PAY07856,ORD07856,Card,6169
PAY07857,ORD07857,UPI,6441
PAY07858,ORD07858,Wallet,814
PAY07859,ORD07859,Card,6103
PAY07860,ORD07860,COD,4039
PAY07861,ORD07861,UPI,2474
PAY07862,ORD07862,Wallet,10828
PAY07863,ORD07863,Wallet,2171
PAY07864,ORD07864,COD,4802
PAY07865,ORD07865,COD,7310
PAY07866,ORD07866,COD,4859
PAY07867,ORD07867,COD,8870
PAY07868,ORD07868,Wallet,7941
PAY07869,ORD07869,UPI,7130
PAY07870,ORD07870,Card,6618
PAY07871,ORD07871,UPI,5269
PAY07872,ORD07872,Wallet,10341
PAY07873,ORD07873,Card,954
PAY07874,ORD07874,UPI,8840
PAY07875,ORD07875,Wallet,11604
PAY07876,ORD07876,Card,4712
PAY07877,ORD07877,Card,1576
PAY07878,ORD07878,UPI,873
PAY07879,ORD07879,COD,1060
PAY07880,ORD07880,Card,9379
PAY07881,ORD07881,Card,7317
PAY07882,ORD07882,UPI,10028
PAY07883,ORD07883,Wallet,6867
PAY07884,ORD07884,Card,4190
PAY07885,ORD07885,COD,4864
PAY07886,ORD07886,Wallet,10850
PAY07887,ORD07887,Wallet,10666
PAY07888,ORD07888,Wallet,794
PAY07889,ORD07889,Card,5239
PAY07890,ORD07890,Card,2160
PAY07891,ORD07891,Wallet,9270
PAY07892,ORD07892,UPI,9492
PAY07893,ORD07893,COD,4741
PAY07894,ORD07894,Wallet,10766
PAY07895,ORD07895,UPI,11363
PAY07896,ORD07896,COD,3552
PAY07897,ORD07897,Wallet,1581
PAY07898,ORD07898,UPI,4793
PAY07899,ORD07899,UPI,3094
PAY07900,ORD07900,Card,8161
PAY07901,ORD07901,COD,5565
PAY07902,ORD07902,UPI,5462
PAY07903,ORD07903,Wallet,520
PAY07904,ORD07904,Card,3193
PAY07905,ORD07905,UPI,2179
PAY07906,ORD07906,UPI,8855
PAY07907,ORD07907,UPI,2440
PAY07908,ORD07908,UPI,10074
PAY07909,ORD07909,Card,11770
PAY07910,ORD07910,UPI,6434
PAY07911,ORD07911,Card,1025
PAY07912,ORD07912,UPI,731
PAY07913,ORD07913,UPI,9752
PAY07914,ORD07914,COD,6172
PAY07915,ORD07915,COD,8873
PAY07916,ORD07916,Wallet,4798
PAY07917,ORD07917,COD,9157
PAY07918,ORD07918,Card,5520
PAY07919,ORD07919,Wallet,8238
PAY07920,ORD07920,COD,2487
PAY07921,ORD07921,Card,8359
PAY07922,ORD07922,COD,11017
PAY07923,ORD07923,COD,8152
PAY07924,ORD07924,Card,8316
PAY07925,ORD07925,UPI,1012
PAY07926,ORD07926,COD,7867
PAY07927,ORD07927,Wallet,3749
PAY07928,ORD07928,COD,7281
PAY07929,ORD07929,Card,7048
PAY07930,ORD07930,UPI,6873
PAY07931,ORD07931,Wallet,7104
PAY07932,ORD07932,Card,3506
PAY07933,ORD07933,UPI,8250
PAY07934,ORD07934,COD,10165
PAY07935,ORD07935,Card,8226
PAY07936,ORD07936,COD,4758
PAY07937,ORD07937,Wallet,5345
PAY07938,ORD07938,Card,945
PAY07939,ORD07939,COD,3409
PAY07940,ORD07940,Card,11386
PAY07941,ORD07941,COD,5681
PAY07942,ORD07942,COD,9387
PAY07943,ORD07943,Wallet,7050
PAY07944,ORD07944,COD,9242
PAY07945,ORD07945,COD,10214
PAY07946,ORD07946,UPI,4472
PAY07947,ORD07947,Wallet,1012
PAY07948,ORD07948,Card,2884
PAY07949,ORD07949,Wallet,2087
PAY07950,ORD07950,UPI,9918
PAY07951,ORD07951,UPI,2740
PAY07952,ORD07952,UPI,1779
PAY07953,ORD07953,Card,7609
PAY07954,ORD07954,UPI,1453
PAY07955,ORD07955,Wallet,7915
PAY07956,ORD07956,Card,11545
PAY07957,ORD07957,Wallet,1122
PAY07958,ORD07958,Card,7729
PAY07959,ORD07959,Wallet,11326
PAY07960,ORD07960,UPI,9863
PAY07961,ORD07961,Wallet,702
PAY07962,ORD07962,COD,3035
PAY07963,ORD07963,UPI,5569
PAY07964,ORD07964,COD,6854
PAY07965,ORD07965,Wallet,9898
PAY07966,ORD07966,UPI,9641
PAY07967,ORD07967,Card,6250
PAY07968,ORD07968,UPI,7592
PAY07969,ORD07969,COD,1251
PAY07970,ORD07970,COD,5129
PAY07971,ORD07971,COD,8678
PAY07972,ORD07972,Card,7029
PAY07973,ORD07973,UPI,3842
PAY07974,ORD07974,COD,10170
PAY07975,ORD07975,Wallet,2163
PAY07976,ORD07976,COD,4739
PAY07977,ORD07977,Wallet,6472
PAY07978,ORD07978,Card,9758
PAY07979,ORD07979,Card,11793
PAY07980,ORD07980,Wallet,6490
PAY07981,ORD07981,UPI,5126
PAY07982,ORD07982,Card,4052
PAY07983,ORD07983,COD,5043
PAY07984,ORD07984,UPI,6526
PAY07985,ORD07985,COD,2973
PAY07986,ORD07986,UPI,3375
PAY07987,ORD07987,Card,7207
PAY07988,ORD07988,Wallet,8051
PAY07989,ORD07989,COD,5544
PAY07990,ORD07990,COD,6671
PAY07991,ORD07991,Card,2907
PAY07992,ORD07992,Wallet,2909
PAY07993,ORD07993,Wallet,8519
PAY07994,ORD07994,Wallet,10569
PAY07995,ORD07995,Card,9296
PAY07996,ORD07996,Card,8054
PAY07997,ORD07997,COD,3667
PAY07998,ORD07998,UPI,529
PAY07999,ORD07999,UPI,3099
PAY08000,ORD08000,Card,5204
PAY08001,ORD08001,Card,6514
PAY08002,ORD08002,Wallet,3521
PAY08003,ORD08003,Wallet,10739
PAY08004,ORD08004,Wallet,6163
PAY08005,ORD08005,Card,7118
PAY08006,ORD08006,Wallet,7329
PAY08007,ORD08007,Wallet,7410
PAY08008,ORD08008,Card,4151
PAY08009,ORD08009,COD,2315
PAY08010,ORD08010,Card,2179
PAY08011,ORD08011,UPI,7338
PAY08012,ORD08012,UPI,4585
PAY08013,ORD08013,Wallet,9638
PAY08014,ORD08014,UPI,7561
PAY08015,ORD08015,COD,6184
PAY08016,ORD08016,UPI,8758
PAY08017,ORD08017,Wallet,7979
PAY08018,ORD08018,UPI,8562
PAY08019,ORD08019,UPI,1271
PAY08020,ORD08020,Wallet,5662
PAY08021,ORD08021,Wallet,4744
PAY08022,ORD08022,UPI,11851
PAY08023,ORD08023,COD,4963
PAY08024,ORD08024,Card,5288
PAY08025,ORD08025,COD,8037
PAY08026,ORD08026,UPI,9644
PAY08027,ORD08027,Card,10622
PAY08028,ORD08028,COD,4583
PAY08029,ORD08029,Wallet,1571
PAY08030,ORD08030,COD,2958
PAY08031,ORD08031,COD,11879
PAY08032,ORD08032,COD,3522
PAY08033,ORD08033,Card,6847
PAY08034,ORD08034,COD,10002
PAY08035,ORD08035,UPI,2275
PAY08036,ORD08036,COD,7320
PAY08037,ORD08037,UPI,8764
PAY08038,ORD08038,Card,11707
PAY08039,ORD08039,UPI,2008
PAY08040,ORD08040,COD,10963
PAY08041,ORD08041,Wallet,2257
PAY08042,ORD08042,UPI,11260
PAY08043,ORD08043,Wallet,3737
PAY08044,ORD08044,Card,9906
PAY08045,ORD08045,Card,7188
PAY08046,ORD08046,UPI,8763
PAY08047,ORD08047,COD,3432
PAY08048,ORD08048,Card,7331
PAY08049,ORD08049,COD,9380
PAY08050,ORD08050,COD,632
PAY08051,ORD08051,UPI,2487
PAY08052,ORD08052,UPI,9550
PAY08053,ORD08053,UPI,6861
PAY08054,ORD08054,Card,7529
PAY08055,ORD08055,UPI,857
PAY08056,ORD08056,Wallet,3364
PAY08057,ORD08057,Wallet,10845
PAY08058,ORD08058,Card,9612
PAY08059,ORD08059,Card,6393
PAY08060,ORD08060,UPI,10657
PAY08061,ORD08061,UPI,3899
PAY08062,ORD08062,Card,1992
PAY08063,ORD08063,Wallet,9187
PAY08064,ORD08064,COD,3283
PAY08065,ORD08065,Wallet,2169
PAY08066,ORD08066,UPI,2448
PAY08067,ORD08067,Card,3248
PAY08068,ORD08068,UPI,11627
PAY08069,ORD08069,Wallet,5799
PAY08070,ORD08070,COD,10780
PAY08071,ORD08071,Card,2617
PAY08072,ORD08072,COD,10347
PAY08073,ORD08073,UPI,11883
PAY08074,ORD08074,COD,1383
PAY08075,ORD08075,COD,2062
PAY08076,ORD08076,Wallet,5900
PAY08077,ORD08077,Card,3410
PAY08078,ORD08078,Card,4007
PAY08079,ORD08079,COD,1177
PAY08080,ORD08080,Card,10211
PAY08081,ORD08081,UPI,10333
PAY08082,ORD08082,Wallet,1484
PAY08083,ORD08083,UPI,11691
PAY08084,ORD08084,COD,2196
PAY08085,ORD08085,UPI,2433
PAY08086,ORD08086,Wallet,10460
PAY08087,ORD08087,Wallet,5749
PAY08088,ORD08088,UPI,10010
PAY08089,ORD08089,Wallet,9773
PAY08090,ORD08090,COD,1457
PAY08091,ORD08091,Card,8172
PAY08092,ORD08092,Card,2503
PAY08093,ORD08093,Wallet,632
PAY08094,ORD08094,Card,10495
PAY08095,ORD08095,Wallet,11305
PAY08096,ORD08096,Wallet,7391
PAY08097,ORD08097,UPI,6891
PAY08098,ORD08098,Wallet,2411
PAY08099,ORD08099,Card,4088
PAY08100,ORD08100,COD,5977
PAY08101,ORD08101,Wallet,3131
PAY08102,ORD08102,UPI,6414
PAY08103,ORD08103,Wallet,1424
PAY08104,ORD08104,Card,7711
PAY08105,ORD08105,COD,2331
PAY08106,ORD08106,Card,6899
PAY08107,ORD08107,COD,1585
PAY08108,ORD08108,Wallet,10443
PAY08109,ORD08109,Wallet,1691
PAY08110,ORD08110,Card,4952
PAY08111,ORD08111,UPI,4135
PAY08112,ORD08112,UPI,7640
PAY08113,ORD08113,Card,4040
PAY08114,ORD08114,COD,9378
PAY08115,ORD08115,Card,10954
PAY08116,ORD08116,Card,10197
PAY08117,ORD08117,COD,11412
PAY08118,ORD08118,Card,632
PAY08119,ORD08119,Wallet,4844
PAY08120,ORD08120,COD,1581
PAY08121,ORD08121,Wallet,6597
PAY08122,ORD08122,COD,4030
PAY08123,ORD08123,COD,1444
PAY08124,ORD08124,Card,8033
PAY08125,ORD08125,COD,1158
PAY08126,ORD08126,Card,5822
PAY08127,ORD08127,Card,8692
PAY08128,ORD08128,UPI,6224
PAY08129,ORD08129,Card,9205
PAY08130,ORD08130,COD,7469
PAY08131,ORD08131,UPI,8951
PAY08132,ORD08132,Wallet,8299
PAY08133,ORD08133,Wallet,6688
PAY08134,ORD08134,UPI,3368
PAY08135,ORD08135,COD,5953
PAY08136,ORD08136,UPI,6043
PAY08137,ORD08137,UPI,10838
PAY08138,ORD08138,Card,7404
PAY08139,ORD08139,UPI,10477
PAY08140,ORD08140,Card,6849
PAY08141,ORD08141,UPI,3302
PAY08142,ORD08142,Card,1177
PAY08143,ORD08143,UPI,8486
PAY08144,ORD08144,COD,6402
PAY08145,ORD08145,UPI,2527
PAY08146,ORD08146,Card,9163
PAY08147,ORD08147,UPI,10931
PAY08148,ORD08148,COD,11717
PAY08149,ORD08149,COD,3137
PAY08150,ORD08150,UPI,3056
PAY08151,ORD08151,UPI,2861
PAY08152,ORD08152,Card,8185
PAY08153,ORD08153,COD,4986
PAY08154,ORD08154,Card,6116
PAY08155,ORD08155,UPI,3366
PAY08156,ORD08156,Wallet,2911
PAY08157,ORD08157,COD,7746
PAY08158,ORD08158,Card,9813
PAY08159,ORD08159,UPI,11691
PAY08160,ORD08160,Wallet,2317
PAY08161,ORD08161,Card,11082
PAY08162,ORD08162,UPI,3397
PAY08163,ORD08163,Card,11879
PAY08164,ORD08164,Wallet,6972
PAY08165,ORD08165,UPI,8180
PAY08166,ORD08166,Wallet,7108
PAY08167,ORD08167,COD,8297
PAY08168,ORD08168,UPI,7373
PAY08169,ORD08169,UPI,3866
PAY08170,ORD08170,Wallet,7498
PAY08171,ORD08171,COD,7141
PAY08172,ORD08172,UPI,6022
PAY08173,ORD08173,Wallet,7021
PAY08174,ORD08174,Card,3203
PAY08175,ORD08175,Wallet,11791
PAY08176,ORD08176,UPI,5527
PAY08177,ORD08177,UPI,3246
PAY08178,ORD08178,Card,8057
PAY08179,ORD08179,Wallet,6739
PAY08180,ORD08180,Wallet,7751
PAY08181,ORD08181,UPI,1804
PAY08182,ORD08182,Wallet,9316
PAY08183,ORD08183,COD,11438
PAY08184,ORD08184,UPI,1840
PAY08185,ORD08185,Card,3721
PAY08186,ORD08186,Wallet,10960
PAY08187,ORD08187,UPI,7063
PAY08188,ORD08188,COD,8752
PAY08189,ORD08189,COD,5016
PAY08190,ORD08190,Card,3662
PAY08191,ORD08191,Wallet,10599
PAY08192,ORD08192,UPI,3801
PAY08193,ORD08193,Wallet,7139
PAY08194,ORD08194,COD,9541
PAY08195,ORD08195,COD,8450
PAY08196,ORD08196,UPI,5460
PAY08197,ORD08197,Card,8121
PAY08198,ORD08198,COD,4122
PAY08199,ORD08199,UPI,8339
PAY08200,ORD08200,UPI,5728
PAY08201,ORD08201,COD,4944
PAY08202,ORD08202,Card,7382
PAY08203,ORD08203,COD,10377
PAY08204,ORD08204,Card,4760
PAY08205,ORD08205,Wallet,6219
PAY08206,ORD08206,Card,6841
PAY08207,ORD08207,UPI,963
PAY08208,ORD08208,Wallet,1836
PAY08209,ORD08209,Card,9440
PAY08210,ORD08210,UPI,973
PAY08211,ORD08211,UPI,5987
PAY08212,ORD08212,Wallet,2329
PAY08213,ORD08213,COD,4370
PAY08214,ORD08214,Wallet,1719
PAY08215,ORD08215,Wallet,6135
PAY08216,ORD08216,Wallet,2459
PAY08217,ORD08217,Card,3772
PAY08218,ORD08218,Wallet,3213
PAY08219,ORD08219,Card,9918
PAY08220,ORD08220,COD,4982
PAY08221,ORD08221,Card,9353
PAY08222,ORD08222,Card,2428
PAY08223,ORD08223,COD,5953
PAY08224,ORD08224,UPI,7516
PAY08225,ORD08225,UPI,6109
PAY08226,ORD08226,UPI,7879
PAY08227,ORD08227,Wallet,1945
PAY08228,ORD08228,Wallet,564
PAY08229,ORD08229,COD,3401
PAY08230,ORD08230,Card,9072
PAY08231,ORD08231,Wallet,5280
PAY08232,ORD08232,Card,9423
PAY08233,ORD08233,COD,5861
PAY08234,ORD08234,Card,9842
PAY08235,ORD08235,Card,814
PAY08236,ORD08236,Wallet,11858
PAY08237,ORD08237,Card,11054
PAY08238,ORD08238,UPI,8657
PAY08239,ORD08239,UPI,697
PAY08240,ORD08240,Card,2488
PAY08241,ORD08241,Wallet,3013
PAY08242,ORD08242,UPI,1037
PAY08243,ORD08243,COD,6182
PAY08244,ORD08244,Card,10720
PAY08245,ORD08245,UPI,4277
PAY08246,ORD08246,UPI,5816
PAY08247,ORD08247,Wallet,10635
PAY08248,ORD08248,COD,1373
PAY08249,ORD08249,Card,9329
PAY08250,ORD08250,Wallet,5232
PAY08251,ORD08251,Wallet,8529
PAY08252,ORD08252,UPI,5629
PAY08253,ORD08253,Wallet,9170
PAY08254,ORD08254,Card,6262
PAY08255,ORD08255,UPI,7579
PAY08256,ORD08256,COD,6128
PAY08257,ORD08257,UPI,1292
PAY08258,ORD08258,Wallet,6313
PAY08259,ORD08259,COD,1872
PAY08260,ORD08260,COD,6651
PAY08261,ORD08261,Wallet,9597
PAY08262,ORD08262,COD,3962
PAY08263,ORD08263,Wallet,4076
PAY08264,ORD08264,Card,11502
PAY08265,ORD08265,Wallet,10387
PAY08266,ORD08266,Card,4553
PAY08267,ORD08267,Card,6371
PAY08268,ORD08268,UPI,815
PAY08269,ORD08269,UPI,668
PAY08270,ORD08270,Wallet,7203
PAY08271,ORD08271,Card,7213
PAY08272,ORD08272,COD,1795
PAY08273,ORD08273,Wallet,6041
PAY08274,ORD08274,COD,8833
PAY08275,ORD08275,COD,4236
PAY08276,ORD08276,Card,1322
PAY08277,ORD08277,COD,7989
PAY08278,ORD08278,COD,2092
PAY08279,ORD08279,Wallet,832
PAY08280,ORD08280,Wallet,1759
PAY08281,ORD08281,COD,2727
PAY08282,ORD08282,COD,10434
PAY08283,ORD08283,Card,3227
PAY08284,ORD08284,Card,5724
PAY08285,ORD08285,Wallet,3582
PAY08286,ORD08286,Card,1567
PAY08287,ORD08287,Wallet,630
PAY08288,ORD08288,UPI,8184
PAY08289,ORD08289,COD,11838
PAY08290,ORD08290,COD,4003
