delivery_id,order_id,delivery_days,delivery_status,shipping_cost
DEL07994,ORD07994,6,Delivered,53
DEL07995,ORD07995,10,Delayed,235
DEL07996,ORD07996,7,Delivered,172
DEL07997,ORD07997,4,Delivered,87
DEL07998,ORD07998,5,Delivered,186
DEL07999,ORD07999,8,Delivered,396
DEL08000,ORD08000,2,Delivered,227
DEL08001,ORD08001,13,Delivered,468
DEL08002,ORD08002,6,Delivered,205
DEL08003,ORD08003,10,Delayed,344
DEL08004,ORD08004,14,Delivered,458
DEL08005,ORD08005,6,Delayed,477
DEL08006,ORD08006,9,Delivered,243
DEL08007,ORD08007,10,Delayed,161
DEL08008,ORD08008,8,Delivered,477
DEL08009,ORD08009,13,Delayed,362
DEL08010,ORD08010,13,Delivered,412
DEL08011,ORD08011,7,Delivered,241
DEL08012,ORD08012,13,Delayed,480
DEL08013,ORD08013,11,Delivered,283
DEL08014,ORD08014,5,Delivered,145
DEL08015,ORD08015,6,Delivered,194
DEL08016,ORD08016,4,Delivered,84
DEL08017,ORD08017,7,Delivered,473
DEL08018,ORD08018,9,Delivered,259
DEL08019,ORD08019,12,Delivered,317
DEL08020,ORD08020,14,Delayed,403
DEL08021,ORD08021,4,Delivered,65
DEL08022,ORD08022,6,Delayed,214
DEL08023,ORD08023,3,Delivered,245
DEL08024,ORD08024,13,Delivered,204
DEL08025,ORD08025,13,Delayed,356
DEL08026,ORD08026,7,Delayed,249
DEL08027,ORD08027,4,Delivered,145
DEL08028,ORD08028,3,Delayed,223
DEL08029,ORD08029,9,Delivered,361
DEL08030,ORD08030,6,Delivered,201
DEL08031,ORD08031,7,Delivered,260
DEL08032,ORD08032,5,Delayed,154
DEL08033,ORD08033,8,Delayed,144
DEL08034,ORD08034,3,Delivered,131
DEL08035,ORD08035,8,Delivered,174
DEL08036,ORD08036,10,Delayed,254
DEL08037,ORD08037,14,Delivered,275
DEL08038,ORD08038,5,Delivered,183
DEL08039,ORD08039,4,Delivered,77
DEL08040,ORD08040,3,Delivered,231
DEL08041,ORD08041,6,Delivered,486
DEL08042,ORD08042,5,Delivered,133
DEL08043,ORD08043,11,Delayed,440
DEL08044,ORD08044,7,Delayed,418
DEL08045,ORD08045,5,Delayed,186
DEL08046,ORD08046,2,Delayed,98
DEL08047,ORD08047,12,Delayed,164
DEL08048,ORD08048,13,Delivered,285
DEL08049,ORD08049,6,Delivered,64
DEL08050,ORD08050,8,Delivered,228
DEL08051,ORD08051,6,Delayed,363
DEL08052,ORD08052,12,Delayed,326
DEL08053,ORD08053,4,Delayed,155
DEL08054,ORD08054,5,Delayed,158
DEL08055,ORD08055,7,Delivered,163
DEL08056,ORD08056,5,Delayed,454
DEL08057,ORD08057,6,Delivered,412
DEL08058,ORD08058,11,Delayed,345
DEL08059,ORD08059,13,Delivered,154
DEL08060,ORD08060,13,Delayed,323
DEL08061,ORD08061,2,Delivered,51
DEL08062,ORD08062,6,Delayed,153
DEL08063,ORD08063,7,Delivered,209
DEL08064,ORD08064,6,Delayed,105
DEL08065,ORD08065,2,Delivered,131
DEL08066,ORD08066,6,Delayed,189
DEL08067,ORD08067,2,Delivered,237
DEL08068,ORD08068,9,Delivered,451
DEL08069,ORD08069,5,Delivered,161
DEL08070,ORD08070,8,Delivered,66
DEL08071,ORD08071,9,Delivered,464
DEL08072,ORD08072,11,Delayed,267
DEL08073,ORD08073,3,Delivered,240
DEL08074,ORD08074,14,Delivered,345
DEL08075,ORD08075,14,Delivered,318
DEL08076,ORD08076,2,Delivered,160
DEL08077,ORD08077,6,Delivered,398
DEL08078,ORD08078,10,Delayed,279
DEL08079,ORD08079,5,Delivered,130
DEL08080,ORD08080,9,Delayed,230
DEL08081,ORD08081,13,Delayed,489
DEL08082,ORD08082,10,Delayed,284
DEL08083,ORD08083,10,Delayed,388
DEL08084,ORD08084,8,Delivered,134
DEL08085,ORD08085,9,Delayed,222
DEL08086,ORD08086,11,Delivered,260
DEL08087,ORD08087,7,Delivered,266
DEL08088,ORD08088,7,Delivered,132
DEL08089,ORD08089,5,Delivered,81
DEL08090,ORD08090,7,Delivered,151
DEL08091,ORD08091,2,Delivered,226
DEL08092,ORD08092,5,Delivered,270
DEL08093,ORD08093,5,Delivered,165
DEL08094,ORD08094,4,Delivered,128
DEL08095,ORD08095,7,Delayed,411
DEL08096,ORD08096,2,Delayed,177
DEL08097,ORD08097,2,Delayed,61
DEL08098,ORD08098,14,Delivered,371
DEL08099,ORD08099,5,Delivered,156
DEL08100,ORD08100,8,Delivered,161
DEL08101,ORD08101,2,Delivered,211
DEL08102,ORD08102,8,Delayed,161
DEL08103,ORD08103,14,Delivered,456
DEL08104,ORD08104,9,Delivered,402
DEL08105,ORD08105,4,Delivered,202
DEL08106,ORD08106,10,Delivered,476
DEL08107,ORD08107,9,Delivered,358
DEL08108,ORD08108,7,Delivered,80
DEL08109,ORD08109,2,Delivered,138
DEL08110,ORD08110,12,Delayed,407
DEL08111,ORD08111,7,Delayed,416
DEL08112,ORD08112,8,Delivered,105
DEL08113,ORD08113,12,Delivered,343
DEL08114,ORD08114,9,Delayed,423
DEL08115,ORD08115,12,Delayed,306
DEL08116,ORD08116,11,Delivered,306
DEL08117,ORD08117,5,Delayed,246
DEL08118,ORD08118,5,Delayed,229
DEL08119,ORD08119,8,Delivered,346
DEL08120,ORD08120,4,Delayed,141
DEL08121,ORD08121,13,Delivered,433
DEL08122,ORD08122,7,Delivered,277
DEL08123,ORD08123,8,Delivered,261
DEL08124,ORD08124,6,Delayed,91
DEL08125,ORD08125,6,Delivered,237
DEL08126,ORD08126,12,Delivered,493
DEL08127,ORD08127,7,Delivered,88
DEL08128,ORD08128,14,Delivered,430
DEL08129,ORD08129,8,Delivered,475
DEL08130,ORD08130,2,Delivered,206
DEL08131,ORD08131,12,Delayed,396
DEL08132,ORD08132,9,Delivered,195
DEL08133,ORD08133,10,Delivered,420
DEL08134,ORD08134,8,Delivered,89
DEL08135,ORD08135,8,Delivered,462
DEL08136,ORD08136,2,Delivered,78
DEL08137,ORD08137,7,Delivered,153
DEL08138,ORD08138,8,Delivered,66
DEL08139,ORD08139,5,Delivered,213
DEL08140,ORD08140,12,Delayed,460
DEL08141,ORD08141,6,Delivered,339
DEL08142,ORD08142,6,Delivered,73
DEL08143,ORD08143,8,Delivered,117
DEL08144,ORD08144,5,Delivered,221
DEL08145,ORD08145,7,Delayed,157
DEL08146,ORD08146,11,Delivered,439
DEL08147,ORD08147,7,Delivered,155
DEL08148,ORD08148,2,Delivered,212
DEL08149,ORD08149,8,Delayed,100
DEL08150,ORD08150,8,Delivered,163
DEL08151,ORD08151,6,Delivered,194
DEL08152,ORD08152,5,Delivered,384
DEL08153,ORD08153,6,Delayed,171
DEL08154,ORD08154,6,Delayed,286
DEL08155,ORD08155,11,Delivered,299
DEL08156,ORD08156,5,Delayed,342
DEL08157,ORD08157,11,Delivered,207
DEL08158,ORD08158,13,Delayed,253
DEL08159,ORD08159,8,Delivered,240
DEL08160,ORD08160,4,Delivered,231
DEL08161,ORD08161,7,Delivered,202
DEL08162,ORD08162,5,Delivered,332
DEL08163,ORD08163,4,Delivered,113
DEL08164,ORD08164,4,Delayed,175
DEL08165,ORD08165,13,Delivered,451
DEL08166,ORD08166,9,Delayed,320
DEL08167,ORD08167,6,Delayed,192
DEL08168,ORD08168,3,Delayed,97
DEL08169,ORD08169,10,Delayed,326
DEL08170,ORD08170,9,Delivered,227
DEL08171,ORD08171,6,Delayed,303
DEL08172,ORD08172,5,Delivered,80
DEL08173,ORD08173,5,Delivered,184
DEL08174,ORD08174,10,Delivered,256
DEL08175,ORD08175,10,Delayed,375
DEL08176,ORD08176,5,Delayed,148
DEL08177,ORD08177,6,Delivered,95
DEL08178,ORD08178,8,Delivered,440
DEL08179,ORD08179,5,Delayed,166
DEL08180,ORD08180,10,Delayed,329
DEL08181,ORD08181,4,Delivered,218
DEL08182,ORD08182,11,Delivered,255
DEL08183,ORD08183,7,Delivered,241
DEL08184,ORD08184,10,Delivered,230
DEL08185,ORD08185,7,Delivered,175
DEL08186,ORD08186,8,Delayed,198
DEL08187,ORD08187,6,Delivered,377
DEL08188,ORD08188,3,Delivered,220
DEL08189,ORD08189,3,Delivered,155
DEL08190,ORD08190,14,Delivered,473
DEL08191,ORD08191,6,Delivered,323
DEL08192,ORD08192,9,Delivered,262
DEL08193,ORD08193,5,Delivered,67
DEL08194,ORD08194,8,Delayed,315
DEL08195,ORD08195,3,Delayed,139
DEL08196,ORD08196,7,Delivered,199
DEL08197,ORD08197,10,Delivered,292
DEL08198,ORD08198,10,Delivered,371
DEL08199,ORD08199,3,Delivered,206
DEL08200,ORD08200,8,Delayed,494
DEL08201,ORD08201,11,Delayed,192
DEL08202,ORD08202,14,Delivered,465
DEL08203,ORD08203,5,Delivered,219
DEL08204,ORD08204,6,Delivered,125
DEL08205,ORD08205,5,Delivered,134
DEL08206,ORD08206,11,Delivered,486
DEL08207,ORD08207,5,Delivered,452
DEL08208,ORD08208,5,Delivered,346
DEL08209,ORD08209,2,Delayed,225
DEL08210,ORD08210,13,Delayed,310
DEL08211,ORD08211,6,Delivered,134
DEL08212,ORD08212,9,Delivered,190
DEL08213,ORD08213,3,Delivered,102
DEL08214,ORD08214,6,Delivered,313
DEL08215,ORD08215,4,Delayed,129
DEL08216,ORD08216,11,Delivered,214
DEL08217,ORD08217,11,Delayed,486
DEL08218,ORD08218,11,Delivered,277
DEL08219,ORD08219,6,Delivered,431
DEL08220,ORD08220,7,Delayed,454
DEL08221,ORD08221,8,Delivered,140
DEL08222,ORD08222,5,Delayed,375
DEL08223,ORD08223,14,Delayed,413
DEL08224,ORD08224,9,Delivered,411
DEL08225,ORD08225,9,Delayed,307
DEL08226,ORD08226,5,Delivered,152
DEL08227,ORD08227,10,Delayed,495
DEL08228,ORD08228,7,Delivered,175
DEL08229,ORD08229,6,Delayed,481
DEL08230,ORD08230,8,Delivered,241
DEL08231,ORD08231,6,Delivered,406
DEL08232,ORD08232,3,Delivered,101
DEL08233,ORD08233,8,Delayed,274
DEL08234,ORD08234,5,Delivered,320
DEL08235,ORD08235,12,Delayed,408
DEL08236,ORD08236,8,Delivered,64
DEL08237,ORD08237,7,Delivered,322
DEL08238,ORD08238,5,Delivered,159
DEL08239,ORD08239,6,Delivered,214
DEL08240,ORD08240,13,Delayed,334
DEL08241,ORD08241,2,Delivered,62
DEL08242,ORD08242,5,Delivered,145
DEL08243,ORD08243,7,Delayed,347
DEL08244,ORD08244,12,Delayed,288
DEL08245,ORD08245,6,Delayed,242
DEL08246,ORD08246,9,Delivered,250
DEL08247,ORD08247,4,Delivered,181
DEL08248,ORD08248,14,Delivered,348
DEL08249,ORD08249,6,Delayed,432
DEL08250,ORD08250,5,Delivered,412
DEL08251,ORD08251,7,Delivered,105
DEL08252,ORD08252,2,Delivered,201
DEL08253,ORD08253,7,Delivered,214
DEL08254,ORD08254,14,Delivered,198
DEL08255,ORD08255,8,Delivered,106
DEL08256,ORD08256,14,Delivered,423
DEL08257,ORD08257,3,Delivered,74
DEL08258,ORD08258,6,Delayed,418
DEL08259,ORD08259,7,Delivered,142
DEL08260,ORD08260,6,Delivered,411
DEL08261,ORD08261,5,Delivered,232
DEL08262,ORD08262,7,Delivered,214
DEL08263,ORD08263,14,Delivered,194
DEL08264,ORD08264,6,Delivered,107
DEL08265,ORD08265,11,Delivered,373
DEL08266,ORD08266,12,Delivered,400
DEL08267,ORD08267,6,Delayed,464
DEL08268,ORD08268,4,Delivered,195
DEL08269,ORD08269,10,Delayed,220
DEL08270,ORD08270,7,Delivered,159
DEL08271,ORD08271,10,Delivered,465
DEL08272,ORD08272,5,Delivered,218
DEL08273,ORD08273,13,Delivered,215
DEL08274,ORD08274,7,Delivered,248
DEL08275,ORD08275,3,Delivered,202
DEL08276,ORD08276,12,Delayed,198
DEL08277,ORD08277,13,Delivered,249
DEL08278,ORD08278,2,Delayed,238
DEL08279,ORD08279,9,Delivered,212
DEL08280,ORD08280,5,Delivered,246
DEL08281,ORD08281,2,Delivered,232
DEL08282,ORD08282,5,Delayed,212
DEL08283,ORD08283,4,Delivered,164
DEL08284,ORD08284,11,Delivered,311
DEL08285,ORD08285,13,Delivered,222
DEL08286,ORD08286,3,Delayed,207
DEL08287,ORD08287,6,Delayed,215
DEL08288,ORD08288,13,Delayed,428
DEL08289,ORD08289,4,Delayed,60
DEL08290,ORD08290,5,Delayed,261
DEL08291,ORD08291,6,Delivered,256
DEL08292,ORD08292,4,Delivered,63
DEL08293,ORD08293,4,Delivered,227
DEL08294,ORD08294,5,Delivered,226
DEL08295,ORD08295,5,Delivered,118
DEL08296,ORD08296,2,Delivered,108
DEL08297,ORD08297,10,Delayed,272
DEL08298,ORD08298,8,Delayed,228
DEL08299,ORD08299,9,Delivered,194
DEL08300,ORD08300,12,Delayed,219
DEL08301,ORD08301,5,Delivered,157
DEL08302,ORD08302,11,Delayed,230
DEL08303,ORD08303,11,Delayed,405
DEL08304,ORD08304,14,Delivered,269
DEL08305,ORD08305,5,Delivered,224
DEL08306,ORD08306,9,Delivered,198
DEL08307,ORD08307,4,Delivered,101
DEL08308,ORD08308,6,Delivered,416
DEL08309,ORD08309,5,Delayed,261
DEL08310,ORD08310,5,Delayed,468
DEL08311,ORD08311,13,Delivered,243
DEL08312,ORD08312,12,Delayed,251
DEL08313,ORD08313,5,Delivered,258
DEL08314,ORD08314,11,Delivered,353
DEL08315,ORD08315,7,Delivered,142
DEL08316,ORD08316,4,Delivered,171
DEL08317,ORD08317,5,Delayed,233
DEL08318,ORD08318,5,Delivered,184
DEL08319,ORD08319,10,Delayed,406
DEL08320,ORD08320,6,Delayed,237
DEL08321,ORD08321,7,Delivered,198
DEL08322,ORD08322,9,Delivered,456
DEL08323,ORD08323,8,Delivered,125
DEL08324,ORD08324,2,Delivered,146
DEL08325,ORD08325,8,Delayed,476
DEL08326,ORD08326,6,Delivered,160
DEL08327,ORD08327,7,Delayed,402
DEL08328,ORD08328,5,Delayed,183
DEL08329,ORD08329,7,Delivered,205
DEL08330,ORD08330,7,Delivered,159
DEL08331,ORD08331,11,Delivered,319
DEL08332,ORD08332,5,Delayed,312
DEL08333,ORD08333,6,Delivered,199
DEL08334,ORD08334,5,Delayed,376
DEL08335,ORD08335,6,Delivered,264
DEL08336,ORD08336,14,Delayed,294
DEL08337,ORD08337,5,Delivered,63
DEL08338,ORD08338,5,Delivered,226
DEL08339,ORD08339,13,Delayed,288
DEL08340,ORD08340,3,Delivered,243
DEL08341,ORD08341,2,Delivered,127
DEL08342,ORD08342,13,Delivered,367
DEL08343,ORD08343,2,Delivered,86
DEL08344,ORD08344,5,Delivered,155
DEL08345,ORD08345,6,Delayed,475
DEL08346,ORD08346,10,Delayed,303
DEL08347,ORD08347,8,Delayed,67
DEL08348,ORD08348,6,Delayed,326
DEL08349,ORD08349,7,Delivered,98
DEL08350,ORD08350,13,Delivered,478
DEL08351,ORD08351,7,Delivered,142
DEL08352,ORD08352,7,Delivered,175
DEL08353,ORD08353,14,Delivered,171
DEL08354,ORD08354,7,Delivered,293
DEL08355,ORD08355,2,Delivered,105
DEL08356,ORD08356,7,Delayed,274
DEL08357,ORD08357,8,Delivered,189
DEL08358,ORD08358,9,Delivered,182
DEL08359,ORD08359,2,Delivered,181
DEL08360,ORD08360,8,Delivered,150
DEL08361,ORD08361,12,Delayed,390
DEL08362,ORD08362,7,Delayed,478
DEL08363,ORD08363,5,Delivered,203
DEL08364,ORD08364,4,Delivered,188
DEL08365,ORD08365,10,Delayed,194
DEL08366,ORD08366,5,Delayed,401
DEL08367,ORD08367,3,Delivered,70
DEL08368,ORD08368,5,Delayed,489
DEL08369,ORD08369,14,Delayed,349
DEL08370,ORD08370,5,Delivered,228
DEL08371,ORD08371,6,Delivered,462
DEL08372,ORD08372,12,Delivered,197
DEL08373,ORD08373,2,Delivered,158
DEL08374,ORD08374,7,Delivered,160
DEL08375,ORD08375,3,Delayed,247
DEL08376,ORD08376,12,Delivered,411
DEL08377,ORD08377,5,Delivered,74
DEL08378,ORD08378,2,Delivered,95
DEL08379,ORD08379,6,Delayed,99
DEL08380,ORD08380,8,Delivered,72
DEL08381,ORD08381,2,Delayed,220
DEL08382,ORD08382,7,Delivered,52
DEL08383,ORD08383,12,Delayed,445
DEL08384,ORD08384,9,Delivered,306
DEL08385,ORD08385,6,Delayed,124
DEL08386,ORD08386,5,Delayed,262
DEL08387,ORD08387,6,Delivered,213
DEL08388,ORD08388,8,Delivered,123
DEL08389,ORD08389,14,Delayed,307
DEL08390,ORD08390,13,Delivered,362
DEL08391,ORD08391,14,Delivered,483
DEL08392,ORD08392,14,Delayed,249
DEL08393,ORD08393,8,Delivered,447
DEL08394,ORD08394,6,Delivered,153
DEL08395,ORD08395,8,Delivered,390
DEL08396,ORD08396,6,Delivered,144
DEL08397,ORD08397,10,Delayed,397
DEL08398,ORD08398,4,Delivered,104
DEL08399,ORD08399,9,Delivered,364
DEL08400,ORD08400,13,Delivered,207
DEL08401,ORD08401,7,Delayed,327
DEL08402,ORD08402,5,Delivered,282
DEL08403,ORD08403,11,Delivered,351
DEL08404,ORD08404,10,Delivered,151
DEL08405,ORD08405,10,Delayed,481
DEL08406,ORD08406,6,Delayed,296
DEL08407,ORD08407,11,Delivered,366
DEL08408,ORD08408,12,Delivered,374
DEL08409,ORD08409,13,Delayed,227
DEL08410,ORD08410,2,Delayed,173
DEL08411,ORD08411,5,Delivered,223
DEL08412,ORD08412,8,Delivered,233
DEL08413,ORD08413,4,Delivered,78
DEL08414,ORD08414,3,Delivered,203
DEL08415,ORD08415,6,Delivered,172
DEL08416,ORD08416,14,Delivered,253
DEL08417,ORD08417,8,Delivered,419
DEL08418,ORD08418,6,Delivered,181
DEL08419,ORD08419,6,Delivered,198
DEL08420,ORD08420,10,Delivered,412
DEL08421,ORD08421,3,Delayed,192
DEL08422,ORD08422,6,Delayed,76
DEL08423,ORD08423,4,Delivered,96
DEL08424,ORD08424,10,Delivered,169
DEL08425,ORD08425,8,Delivered,231
DEL08426,ORD08426,12,Delayed,428
DEL08427,ORD08427,10,Delivered,218
DEL08428,ORD08428,6,Delivered,56
DEL08429,ORD08429,4,Delivered,202
DEL08430,ORD08430,8,Delivered,298
DEL08431,ORD08431,7,Delivered,139
DEL08432,ORD08432,5,Delayed,89
DEL08433,ORD08433,11,Delayed,489
DEL08434,ORD08434,13,Delayed,195
DEL08435,ORD08435,5,Delivered,162
DEL08436,ORD08436,8,Delivered,248
DEL08437,ORD08437,5,Delivered,221
DEL08438,ORD08438,5,Delivered,69
DEL08439,ORD08439,14,Delivered,173
DEL08440,ORD08440,5,Delayed,117
DEL08441,ORD08441,8,Delayed,196
DEL08442,ORD08442,8,Delivered,166
DEL08443,ORD08443,4,Delivered,60
DEL08444,ORD08444,9,Delivered,221
DEL08445,ORD08445,8,Delivered,273
DEL08446,ORD08446,7,Delivered,170
DEL08447,ORD08447,4,Delivered,77
DEL08448,ORD08448,14,Delayed,206
DEL08449,ORD08449,8,Delivered,150
DEL08450,ORD08450,14,Delivered,304
DEL08451,ORD08451,10,Delivered,391
DEL08452,ORD08452,5,Delivered,102
DEL08453,ORD08453,12,Delayed,225
DEL08454,ORD08454,4,Delivered,58
DEL08455,ORD08455,13,Delayed,496
DEL08456,ORD08456,13,Delayed,481
DEL08457,ORD08457,13,Delivered,154
DEL08458,ORD08458,8,Delayed,200
DEL08459,ORD08459,5,Delayed,225
DEL08460,ORD08460,3,Delivered,250
DEL08461,ORD08461,10,Delayed,158
DEL08462,ORD08462,9,Delivered,465
DEL08463,ORD08463,8,Delivered,169
DEL08464,ORD08464,14,Delivered,399
DEL08465,ORD08465,9,Delivered,314
DEL08466,ORD08466,8,Delivered,125
DEL08467,ORD08467,2,Delivered,233
DEL08468,ORD08468,7,Delivered,196
DEL08469,ORD08469,5,Delivered,86
DEL08470,ORD08470,11,Delayed,307
DEL08471,ORD08471,7,Delivered,222
DEL08472,ORD08472,8,Delayed,271
DEL08473,ORD08473,7,Delivered,404
DEL08474,ORD08474,8,Delivered,143
DEL08475,ORD08475,8,Delivered,157
DEL08476,ORD08476,5,Delayed,245
DEL08477,ORD08477,7,Delivered,194
DEL08478,ORD08478,7,Delayed,59
DEL08479,ORD08479,9,Delivered,333
DEL08480,ORD08480,5,Delivered,216
DEL08481,ORD08481,6,Delivered,372
DEL08482,ORD08482,7,Delivered,169
DEL08483,ORD08483,5,Delivered,162
DEL08484,ORD08484,7,Delayed,70
DEL08485,ORD08485,13,Delayed,327
DEL08486,ORD08486,14,Delivered,488
DEL08487,ORD08487,9,Delivered,281
DEL08488,ORD08488,4,Delivered,96
DEL08489,ORD08489,6,Delayed,305
DEL08490,ORD08490,6,Delivered,129
DEL08491,ORD08491,8,Delayed,468
DEL08492,ORD08492,6,Delivered,145
DEL08493,ORD08493,5,Delivered,194
DEL08494,ORD08494,5,Delivered,272
DEL08495,ORD08495,11,Delivered,448
DEL08496,ORD08496,12,Delivered,156
DEL08497,ORD08497,6,Delivered,144
DEL08498,ORD08498,11,Delivered,256
DEL08499,ORD08499,6,Delivered,221
DEL08500,ORD08500,4,Delivered,60
DEL08501,ORD08501,7,Delivered,78
DEL08502,ORD08502,5,Delivered,342
DEL08503,ORD08503,3,Delivered,185
DEL08504,ORD08504,10,Delivered,217
DEL08505,ORD08505,6,Delivered,204
DEL08506,ORD08506,5,Delivered,84
DEL08507,ORD08507,5,Delivered,478
DEL08508,ORD08508,5,Delivered,334
DEL08509,ORD08509,4,Delivered,62
DEL08510,ORD08510,13,Delayed,247
DEL08511,ORD08511,2,Delivered,88
DEL08512,ORD08512,9,Delivered,429
DEL08513,ORD08513,6,Delivered,157
DEL08514,ORD08514,6,Delivered,67
DEL08515,ORD08515,9,Delivered,157
DEL08516,ORD08516,13,Delivered,369
DEL08517,ORD08517,12,Delayed,185
DEL08518,ORD08518,12,Delayed,478
DEL08519,ORD08519,10,Delivered,279
DEL08520,ORD08520,13,Delivered,391
DEL08521,ORD08521,5,Delivered,89
DEL08522,ORD08522,10,Delayed,350
DEL08523,ORD08523,7,Delivered,129
DEL08524,ORD08524,8,Delivered,77
DEL08525,ORD08525,7,Delayed,494
DEL08526,ORD08526,10,Delivered,176
DEL08527,ORD08527,11,Delayed,371
DEL08528,ORD08528,5,Delayed,328
DEL08529,ORD08529,8,Delivered,142
DEL08530,ORD08530,5,Delivered,134
DEL08531,ORD08531,3,Delivered,171
DEL08532,ORD08532,14,Delayed,199
DEL08533,ORD08533,12,Delivered,286
DEL08534,ORD08534,14,Delivered,453
DEL08535,ORD08535,10,Delivered,228
DEL08536,ORD08536,7,Delivered,149
DEL08537,ORD08537,14,Delivered,213
DEL08538,ORD08538,5,Delivered,250
DEL08539,ORD08539,9,Delivered,245
DEL08540,ORD08540,7,Delivered,191
DEL08541,ORD08541,2,Delivered,83
DEL08542,ORD08542,8,Delivered,222
DEL08543,ORD08543,5,Delayed,99
DEL08544,ORD08544,2,Delivered,250
DEL08545,ORD08545,5,Delayed,463
DEL08546,ORD08546,3,Delayed,75
DEL08547,ORD08547,7,Delivered,277
DEL08548,ORD08548,8,Delivered,308
DEL08549,ORD08549,7,Delivered,413
DEL08550,ORD08550,10,Delivered,363
DEL08551,ORD08551,5,Delivered,155
DEL08552,ORD08552,10,Delivered,433
DEL08553,ORD08553,10,Delivered,434
DEL08554,ORD08554,8,Delivered,428
DEL08555,ORD08555,8,Delayed,145
DEL08556,ORD08556,6,Delivered,310
DEL08557,ORD08557,7,Delivered,241
DEL08558,ORD08558,12,Delivered,426
DEL08559,ORD08559,12,Delayed,382
DEL08560,ORD08560,14,Delayed,204
DEL08561,ORD08561,6,Delivered,79
DEL08562,ORD08562,9,Delivered,288
DEL08563,ORD08563,14,Delivered,486
DEL08564,ORD08564,6,Delivered,382
DEL08565,ORD08565,11,Delivered,336
DEL08566,ORD08566,11,Delivered,350
DEL08567,ORD08567,4,Delayed,124
DEL08568,ORD08568,10,Delayed,270
DEL08569,ORD08569,3,Delayed,177
DEL08570,ORD08570,5,Delivered,160
DEL08571,ORD08571,4,Delivered,208
DEL08572,ORD08572,8,Delivered,291
DEL08573,ORD08573,8,Delivered,437
DEL08574,ORD08574,3,Delivered,97
DEL08575,ORD08575,13,Delayed,308
DEL08576,ORD08576,13,Delivered,481
DEL08577,ORD08577,11,Delivered,232
DEL08578,ORD08578,11,Delayed,261
DEL08579,ORD08579,2,Delivered,218
DEL08580,ORD08580,8,Delayed,194
DEL08581,ORD08581,8,Delayed,189
DEL08582,ORD08582,10,Delivered,370
DEL08583,ORD08583,12,Delivered,152
DEL08584,ORD08584,4,Delivered,171
DEL08585,ORD08585,12,Delayed,445
DEL08586,ORD08586,3,Delivered,241
DEL08587,ORD08587,8,Delivered,241
DEL08588,ORD08588,2,Delivered,206
DEL08589,ORD08589,6,Delayed,91
DEL08590,ORD08590,13,Delivered,429
DEL08591,ORD08591,8,Delivered,119
DEL08592,ORD08592,8,Delayed,474
DEL08593,ORD08593,12,Delivered,305
DEL08594,ORD08594,4,Delivered,164
DEL08595,ORD08595,3,Delivered,206
DEL08596,ORD08596,7,Delivered,157
DEL08597,ORD08597,4,Delivered,154
DEL08598,ORD08598,6,Delivered,196
DEL08599,ORD08599,11,Delivered,213
DEL08600,ORD08600,9,Delivered,284
DEL08601,ORD08601,6,Delivered,409
DEL08602,ORD08602,9,Delivered,320
DEL08603,ORD08603,7,Delivered,82
DEL08604,ORD08604,7,Delayed,413
DEL08605,ORD08605,9,Delivered,430
DEL08606,ORD08606,11,Delayed,194
DEL08607,ORD08607,11,Delayed,278
DEL08608,ORD08608,9,Delivered,306
DEL08609,ORD08609,12,Delayed,328
DEL08610,ORD08610,6,Delivered,334
DEL08611,ORD08611,9,Delayed,372
DEL08612,ORD08612,11,Delayed,500
DEL08613,ORD08613,10,Delivered,392
DEL08614,ORD08614,5,Delivered,182
DEL08615,ORD08615,2,Delivered,101
DEL08616,ORD08616,6,Delivered,67
DEL08617,ORD08617,12,Delivered,206
DEL08618,ORD08618,7,Delivered,76
DEL08619,ORD08619,10,Delivered,202
DEL08620,ORD08620,6,Delivered,293
DEL08621,ORD08621,10,Delayed,422
DEL08622,ORD08622,5,Delivered,104
DEL08623,ORD08623,12,Delivered,239
DEL08624,ORD08624,7,Delivered,69
DEL08625,ORD08625,2,Delivered,186
DEL08626,ORD08626,6,Delivered,67
DEL08627,ORD08627,4,Delivered,185
DEL08628,ORD08628,7,Delayed,93
DEL08629,ORD08629,14,Delivered,459
DEL08630,ORD08630,9,Delivered,347
DEL08631,ORD08631,5,Delivered,270
DEL08632,ORD08632,11,Delivered,493
DEL08633,ORD08633,6,Delayed,495
DEL08634,ORD08634,13,Delayed,192
DEL08635,ORD08635,3,Delivered,104
DEL08636,ORD08636,12,Delayed,476
DEL08637,ORD08637,7,Delivered,383
DEL08638,ORD08638,12,Delayed,263
DEL08639,ORD08639,8,Delivered,132
DEL08640,ORD08640,7,Delivered,482
DEL08641,ORD08641,10,Delivered,449
DEL08642,ORD08642,3,Delivered,141
DEL08643,ORD08643,7,Delayed,364
DEL08644,ORD08644,9,Delivered,451
DEL08645,ORD08645,8,Delivered,438
DEL08646,ORD08646,9,Delivered,339
DEL08647,ORD08647,14,Delivered,450
DEL08648,ORD08648,11,Delayed,180
DEL08649,ORD08649,5,Delivered,462
DEL08650,ORD08650,3,Delivered,169
DEL08651,ORD08651,10,Delivered,195
DEL08652,ORD08652,6,Delivered,348
DEL08653,ORD08653,14,Delayed,464
DEL08654,ORD08654,11,Delivered,337
DEL08655,ORD08655,7,Delayed,334
DEL08656,ORD08656,11,Delivered,170
DEL08657,ORD08657,13,Delivered,480
DEL08658,ORD08658,7,Delivered,246
